HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_days,Male_maturity_days,Gestation_or_Incubation_days,Weaning_days,Clutch_size,Clutches_per_year,Interbirth_interval,Birth_weight_g,Weaning_weight_g,Adult_weight_g,Growth_rate,Maximum_longevity_yrs,Source,Specimen_origin,Sample_size,Data_quality,IMR_per_year,MRDT_yrs,Metabolic_rate_W,Body_mass_g,Temperature
2578,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Black agouti,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,3500,NULL,18,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2579,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,Agouti,193,NotKnow,112,NotKnow,1,NULL,NULL,NULL,NULL,3265,NULL,17.8,671,captivity,large,high,NULL,NULL,8.694,2687,311.45
2580,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,mexicana,Mexican agouti,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2700,NULL,13.1,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2581,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,Black-rumped agouti,NotKnow,NotKnow,NotKnow,NotKnow,1.5,NULL,NULL,NULL,NULL,2900,NULL,16.3,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2582,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Central American agouti,487,NotKnow,112,NotKnow,2,NULL,127,227,NULL,2150,NULL,13.8,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2583,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,ruatanica,Ruatan agouti,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.7,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2584,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchy,Red acouchi,304,304,99,53,2,NULL,NULL,100,350,775,0.0229,14.8,671,captivity,small,acceptable,NULL,NULL,2.804,914,308.55
2585,Animalia,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys,branickii,Pacarana,NotKnow,NotKnow,253,15,2,NULL,NULL,900,NULL,12250,NULL,12.8,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2586,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,elater,Small five-toed jerboa,142,142,NotKnow,33,4.5,2,NULL,NULL,NULL,58.7,NULL,5.2,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2587,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,euphratica,Euphrates jerboa,NotKnow,NotKnow,NotKnow,NotKnow,5,NULL,NULL,NULL,NULL,232,NULL,4.2,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2588,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,major,Great jerboa,NotKnow,NotKnow,NotKnow,NotKnow,4,NULL,NULL,NULL,NULL,350,NULL,7,671,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
2589,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,sibirica,Mongolian five-toed jerboa,NotKnow,NotKnow,NotKnow,NotKnow,3.4,1,NULL,NULL,NULL,117.5,NULL,4.5,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2590,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,jaculus,Lesser Egyptian jerboa,327,137,38,51,3,1.5,91,2,20,55,NULL,7.3,671,captivity,medium,acceptable,NULL,NULL,0.515,75,310.65
2591,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,orientalis,Greater Egyptian jerboa,NotKnow,NotKnow,35,NotKnow,2.5,NULL,NULL,NULL,NULL,134,NULL,5.5,671,captivity,small,acceptable,NULL,NULL,0.775,139,310.15
2592,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Napaeozapus,insignis,Woodland jumping mouse,256,NotKnow,29,36,4,1.3,NULL,0.9,8.9,25,0.0277,NULL,unknown,unknown,small,low,NULL,NULL,0.22,21.8,310.15
2593,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Sicista,betulina,Northern birch mouse,365,365,31,38,5,1,NULL,NULL,NULL,8,NULL,NULL,unknown,unknown,small,low,NULL,NULL,0.179,10,309.15
2594,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Zapus,hudsonius,Meadow jumping mouse,61,61,19,28,5.5,2.1,NULL,0.8,7.8,18,0.0328,5.6,671,captivity,small,acceptable,NULL,NULL,0.219,26.1,unknown
2595,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Zapus,princeps,Western jumping mouse,NotKnow,NotKnow,19,30,5.5,1,NULL,0.8,NULL,21,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2596,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Hoplomys,gymnurus,Armored rat,NotKnow,NotKnow,60,NotKnow,2.1,NULL,NULL,24.3,NULL,504,NULL,7,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2597,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Makalata,didelphoides,Red-nosed armored tree-rat,NotKnow,NotKnow,NotKnow,NotKnow,1.33,NULL,NULL,NULL,NULL,276,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2598,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,brevicauda,Andean spiny rat. Short-tailed spiny-rat,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,285,NULL,6.8,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2599,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,guairae,Quaira spiny rat,85,90,64,22,2.8,4.4,NULL,21,NULL,400,0.0213,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2600,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,guyannensis,Cayenne spiny rat,148,146,64,29,2.4,NULL,66,24.7,NULL,356.5,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2601,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,Spiny rat,146,146,64,21,2.4,4.68,NULL,23,NULL,500,0.0131,5.8,671,captivity,small,acceptable,NULL,NULL,1.75,498,311.05
2602,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Thrichomys,apereoides,Brazilian spiny rat,178,NotKnow,94,46,3.1,2.5,97,21.1,NULL,373.5,NULL,7,671,captivity,small,acceptable,NULL,NULL,1.153,323,310.75
2603,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,prehensilis,Prehensile-tailed porcupine,578,578,203,95,1,NULL,433,408,NULL,3900,0.0112,26.6,671,captivity,medium,acceptable,NULL,NULL,5.123,3280,309.85
2604,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatus,North American porcupine,1095,1095,210,60,1,1,NULL,500,1000,8600,0.0079,23.4,671,captivity,medium,acceptable,NULL,NULL,13.675,6871,309.15
2605,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Sphiggurus,mexicanus,Mexican hairy dwarf porcupine,NotKnow,NotKnow,NotKnow,NotKnow,1,NULL,NULL,NULL,NULL,2000,NULL,16.7,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2606,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Sphiggurus,villosus,Orange-spined hairy dwarf porcupine,NotKnow,NotKnow,NotKnow,NotKnow,1,NULL,NULL,NULL,NULL,1750,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
2607,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Cratogeomys,castanops,Yellow-faced pocket gopher,310,NotKnow,NotKnow,NotKnow,2,4,NULL,6.07,100,270,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2608,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,bursarius,Plains pocket gopher,91,91,51,34,4,1,NULL,5.2,22.5,176.7,NULL,12,671,captivity,small,acceptable,NULL,NULL,0.769,197,308.15
2609,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,personatus,Texas pocket gopher,NotKnow,NotKnow,NotKnow,NotKnow,3.3,2,NULL,NULL,NULL,397,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2610,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,bottae,Botta's pocket gopher,319,319,19,38,5.5,1,NULL,3.3,NULL,115.5,NULL,6.1,671,captivity,small,acceptable,NULL,NULL,0.67,143,309.15
2611,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,mazama,Western pocket gopher,NotKnow,NotKnow,30,NotKnow,5,1,NULL,NULL,NULL,75,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2612,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,talpoides,Northern pocket gopher,356,NotKnow,28,40,5,1,365,3.175,NULL,104,0.0618,NULL,unknown,unknown,small,low,NULL,NULL,0.679,97.6,309.35
2613,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Dryomys,nitedula,Forest dormouse,NotKnow,NotKnow,28,30,3,1.2,NULL,1.73,NULL,26,NULL,4.1,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2614,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,melanurus,Asian garden dormouse,NotKnow,NotKnow,25,NotKnow,5,NULL,NULL,NULL,NULL,122.5,NULL,6.2,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2615,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,quercinus,Garden dormouse,365,365,23,30,5,1.2,NULL,NULL,NULL,82.5,0.0409,5.5,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2616,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Glirulus,japonicus,Japanese dormouse,NotKnow,NotKnow,30,NotKnow,4,1.5,NULL,NULL,NULL,27,NULL,7,671,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
2617,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Glis,glis,Fat dormouse,322,335,25,33,4,1.2,NULL,1.5,NULL,125,NULL,8.7,671,captivity,small,acceptable,NULL,NULL,0.664,174.4,310.85
2618,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,murinus,Woodland dormouse,NotKnow,NotKnow,24,NotKnow,3,2,NULL,3.5,NULL,24,NULL,6.9,671,captivity,medium,acceptable,NULL,NULL,0.225,38.4,unknown
2619,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,platyops,Rock dormouse,NotKnow,NotKnow,NotKnow,NotKnow,5.2,NULL,NULL,NULL,NULL,46.1,NULL,7.3,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2620,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,Hazel dormouse,335,335,23,39,4,1.5,50,0.8,NULL,27.3,NULL,5.3,671,captivity,tiny,acceptable,NULL,NULL,0.351,23.5,unknown
2621,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,fallax,San Diego pocket mouse,166,166,25,NotKnow,3,1,NULL,NULL,NULL,18.7,NULL,8.3,671,captivity,small,acceptable,NULL,NULL,0.15,19.6,305.75
2622,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,formosus,Long-tailed pocket mouse,365,365,28,25,5,1,NULL,1,8,19,NULL,7.1,647,captivity,small,acceptable,NULL,NULL,0.103,15.1,unknown
2623,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,nelsoni,Nelson's pocket mouse,NotKnow,NotKnow,30,NotKnow,3.68,NULL,NULL,NULL,NULL,14.4,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2624,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,agilis,Agile kangaroo rat,NotKnow,NotKnow,NotKnow,NotKnow,2.6,1,NULL,NULL,NULL,61,NULL,NULL,unknown,unknown,small,low,NULL,NULL,0.355,60.6,310.15
2625,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,deserti,Desert kangaroo rat,NotKnow,NotKnow,30,20,3,3,NULL,3.04,38,116,NULL,8.6,671,captivity,small,acceptable,NULL,NULL,0.517,105.8,309.95
2626,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's kangaroo rat,NotKnow,NotKnow,31,31,3.1,2,NULL,3.91,28.1,65,NULL,8.3,671,captivity,small,acceptable,NULL,NULL,0.408,63.3,unknown
2627,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Merriam's kangaroo rat,102,NotKnow,28,20,2.3,1.6,54,2.92,17.6,42,0.0368,9.7,671,captivity,medium,acceptable,NULL,NULL,0.246,37.6,310.15
2628,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,nitratoides,Fresno kangaroo rat,88,NotKnow,34,27,2.3,NULL,NULL,3.18,20,35.5,NULL,NULL,unknown,unknown,small,low,NULL,NULL,0.204,37.8,unknown
2629,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,Ord's kangaroo rat,61,NotKnow,29,34,3,2,143,5,NULL,57,NULL,9.9,671,captivity,small,acceptable,NULL,NULL,0.339,47.8,307.75
2630,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,Banner-tailed kangaroo rat,NotKnow,NotKnow,23,24,2,2,42,7.75,30.3,145,NULL,12.7,671,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
2631,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys,adspersus,Panamanian spiny pocket mouse,193,365,NotKnow,NotKnow,4,1.44,NULL,NULL,NULL,42,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2632,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Microdipodops,megacephalus,Dark kangaroo mouse,NotKnow,NotKnow,NotKnow,NotKnow,4,NULL,NULL,NULL,NULL,13.4,NULL,NULL,unknown,unknown,small,low,NULL,NULL,0.168,11,305.95
2633,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,amplus,Arizona pocket mouse,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,11.7,NULL,5.9,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2634,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,flavescens,Plains pocket mouse,84,NotKnow,26,NotKnow,4.75,1.5,NULL,NULL,NULL,9,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2635,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,flavus,Silky pocket mouse,NotKnow,NotKnow,26,30,4,2,NULL,NULL,NULL,8,NULL,NULL,unknown,unknown,small,low,NULL,NULL,0.097,8.3,307.75
2636,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,longimembris,Little pocket mouse,151,NotKnow,22,28,5,1.25,NULL,0.9,4,8,0.0766,8.3,434,captivity,small,acceptable,NULL,NULL,0.061,8.5,307.85
2637,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,merriami,Merriam's pocket mouse,NotKnow,NotKnow,NotKnow,23,4.5,2,NULL,NULL,NULL,8,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2638,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,parvus,Great Basin pocket mouse,100,NotKnow,24,23,4.8,1.6,NULL,1.5,NULL,20.1,NULL,5.8,671,captivity,small,acceptable,NULL,NULL,0.16,19.2,unknown
2639,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,africanus,African brush-tailed porcupine,NotKnow,NotKnow,106,NotKnow,1.5,2.5,NULL,150,NULL,2750,NULL,22.9,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2640,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,macrourus,Asiatic brush-tailed porcupine,NotKnow,NotKnow,NotKnow,NotKnow,1.25,NULL,NULL,NULL,NULL,2000,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
2641,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Cape porcupine,375,390,94,77,2.1,1.7,379,351,NULL,24000,NULL,23.1,671,captivity,medium,acceptable,NULL,NULL,13.175,11300,310.65
2642,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Malayan porcupine,NotKnow,NotKnow,112,NotKnow,1.5,NULL,NULL,445,NULL,8000,NULL,27.3,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2643,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,cristata,African porcupine,NotKnow,NotKnow,66,NotKnow,2.3,2,NULL,1000,NULL,20000,NULL,28,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2644,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,indica,Indian crested porcupine,NotKnow,NotKnow,113,NotKnow,2,NULL,109,NULL,NULL,20000,NULL,27.1,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2645,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,pumila,Indonesian porcupine,NotKnow,NotKnow,112,NotKnow,NULL,NULL,NULL,NULL,NULL,2740,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
2646,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,sumatrae,Sumatran porcupine,NotKnow,NotKnow,112,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2647,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Trichys,fasciculata,Long-tailed porcupine,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2000,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
2648,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,cahirinus,Spiny mouse,58,59,38,14,3,3.5,34,5.27,15.16,45.2,0.0147,5.9,671,captivity,large,high,NULL,NULL,0.258,42,310.65
2649,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,cilicicus,Turkish spiny mouse,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,671,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
2650,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,minous,Crete spiny mouse,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,62.5,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2651,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,russatus,Golden spiny mouse,91,NotKnow,34,NotKnow,2.5,NULL,NULL,7,NULL,54.4,NULL,NULL,unknown,unknown,small,low,NULL,NULL,0.24,55.4,310.45
2652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,wilsoni,Wilson's spiny mouse,NotKnow,NotKnow,39,NotKnow,2.3,3.5,NULL,3.49,10,20,NULL,5.6,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2653,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,agrarius,Striped field mouse,76,76,22,27,5.7,3.2,20,1.9,NULL,21.5,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,0.373,21.2,unknown
2654,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,argenteus,Small Japanese field mouse,61,61,NotKnow,NotKnow,4.1,NULL,NULL,NULL,NULL,NULL,NULL,5,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2655,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,flavicollis,Yellow-necked mouse,52,52,26,22,5.5,2.8,39,2.4,8.7,29.4,NULL,4.5,671,captivity,small,acceptable,NULL,NULL,0.365,28.3,309.85
2656,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,peninsulae,Korean field mouse,NotKnow,NotKnow,NotKnow,NotKnow,4.7,NULL,NULL,2,NULL,32.9,NULL,4.4,671,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
2657,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,speciosus,Large Japanese field mouse,NotKnow,NotKnow,NotKnow,NotKnow,4.5,NULL,NULL,NULL,NULL,44,NULL,5.3,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2658,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Long-tailed field mouse,71,65,23,21,5.2,3.8,41,1.5,NULL,23.4,NULL,6.3,671,captivity,medium,acceptable,NULL,NULL,0.264,23.8,309.85
2659,Animalia,Chordata,Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,Nile kusu,45,45,22,23,5,3.5,38,4.15,21.7,110,NULL,6.7,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2660,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,Pencil-tailed tree mouse,101,NotKnow,20,24,2.2,NULL,NULL,2.8,10,29,0.0388,3.6,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2661,Animalia,Chordata,Mammalia,Rodentia,Muridae,Colomys,goslingi,African water rat,NotKnow,NotKnow,NotKnow,NotKnow,2,NULL,NULL,NULL,NULL,58.5,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2662,Animalia,Chordata,Mammalia,Rodentia,Muridae,Conilurus,penicillatus,Brush-tailed rabbit rat,NotKnow,NotKnow,35,31,2,NULL,NULL,NULL,NULL,144,NULL,4.5,671,captivity,small,acceptable,NULL,NULL,0.908,213.2,309.05
2663,Animalia,Chordata,Mammalia,Rodentia,Muridae,Crateromys,heaneyi,Panay crateromys,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.8,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2664,Animalia,Chordata,Mammalia,Rodentia,Muridae,Crateromys,schadenbergi,Luzon bushy-tailed cloud rat,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2665,Animalia,Chordata,Mammalia,Rodentia,Muridae,Desmodillus,auricularis,Cape short-eared gerbil,NotKnow,NotKnow,29,33,3.3,NULL,NULL,3.12,NULL,54.5,NULL,6.1,671,captivity,small,acceptable,NULL,NULL,0.49,71.9,309.05
2666,Animalia,Chordata,Mammalia,Rodentia,Muridae,Dipodillus,campestris,North African gerbil,NotKnow,NotKnow,NotKnow,NotKnow,4.3,NULL,NULL,NULL,NULL,28.4,NULL,7.3,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2667,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,afra,Cape gerbil,152,115,23,NotKnow,3.9,6.5,NULL,4.5,NULL,74.8,NULL,5.7,671,captivity,small,acceptable,NULL,NULL,1.016,106.5,307.15
2668,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,validus,Southern savanna gerbil,99,99,25,NotKnow,4.3,2,109,NULL,30,113,NULL,5,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2669,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,gerbillus,Lesser Egyptian gerbil,NotKnow,NotKnow,NotKnow,NotKnow,4.1,NULL,NULL,NULL,NULL,30,NULL,5.9,671,captivity,small,acceptable,NULL,NULL,0.237,29.7,310.35
2670,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,nanus,Baluchistan gerbil,NotKnow,NotKnow,22,NotKnow,5,3,NULL,NULL,NULL,18.5,NULL,4.5,671,captivity,small,questionable,NULL,NULL,0.129,29.7,311.95
2671,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,perpallidus,Pale gerbil,NotKnow,NotKnow,20,NotKnow,4.5,NULL,NULL,2.24,17.2,50,NULL,5.5,671,captivity,medium,acceptable,NULL,NULL,0.261,56.3,unknown
2672,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,Greater Egyptian gerbil,74,73,21,21,3.3,5,NULL,2.5,11,37,0.0329,8.2,671,captivity,small,acceptable,NULL,NULL,0.454,108.5,309.25
2673,Animalia,Chordata,Mammalia,Rodentia,Muridae,Grammomys,dolichurus,Woodland mouse,73,NotKnow,24,25,3,NULL,38,4.2,NULL,60,0.0245,4.4,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2674,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Golden-bellied water rat,163,135,36,30,3.8,2.1,60,24.39,150,850,0.0167,7.3,671,captivity,medium,acceptable,NULL,NULL,2.97,900,309.75
2675,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,barbarus,Barbary striped grass mouse,NotKnow,NotKnow,NotKnow,NotKnow,4.6,NULL,NULL,NULL,NULL,26.2,NULL,4.4,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2676,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Typical striped grass mouse,168,NotKnow,25,30,4.54,2,22,1.7,15,42.3,NULL,4.8,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2677,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lenothrix,canus,Gray tree rat,NotKnow,NotKnow,NotKnow,NotKnow,3,NULL,NULL,NULL,NULL,177,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2678,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leporillus,conditor,Greater stick-nest rat,227,240,38,36,2.2,NULL,NULL,NULL,NULL,332.5,NULL,5.3,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2679,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,erythroleucus,Guinea multimammate mouse,137,NotKnow,21,NotKnow,6.5,NULL,NULL,NULL,22.5,37.8,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
2680,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,crassus,Sundevall's jird,61,82,22,20,4,2,67,3.35,NULL,35,0.0366,5.6,671,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
2681,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,libycus,Libyan jird,91,NotKnow,26,30,5,NULL,NULL,5.33,45,100,NULL,5.2,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
2682,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,meridianus,Mid-day jird,NotKnow,NotKnow,23,21,5.6,3,NULL,NULL,NULL,53,NULL,6.8,671,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
